word,total_occ,book_count,sample_sentence
create,6,2,"She was shown into the breakfast parlour, where all but Jane were assembled, and where her appearance created a great deal of surprise."
cruelly,6,2,The King may do  what he will without hindrance from one whom he has cruelly  wronged.
demand,6,2,"Allowing for the common demands of the game, Mr. Wickham was therefore at leisure to talk to Elizabeth, and she was very willing to hear him, though what she chiefly wished to hear she could not hope "
deprive,6,2,"""Her indifferent state of health unhappily prevents her being in town; and by that means, as I told Lady Catherine myself one day, has deprived the British Court of its brightest ornament."
deserved,6,2,"A woman must have a thorough knowledge of music, singing, drawing, dancing, and the modern languages, to deserve the word; and, besides all this, she must possess a certain something in her air and ma"
digging,6,2,"(Alice had been to the seaside once in her life, and had come to the general conclusion, that wherever you go to on the English coast you find a number of bathing machines in the sea, some children di"
distinction,6,2,"The distinction had, perhaps, been felt too strongly."
doubtless,6,2,"But now the spell had been upon him eight-and-forty hours, and he lay there, doubtless among the dregs of the docks, breathing in the poison or sleeping off the effects."
exert,6,2,"Her father, contented with laughing at them, would never exert himself to restrain the wild giddiness of his youngest daughters; and her mother, with manners so far from right herself, was entirely in"
felt,6,2,"[Illustration] Colonel Fitzwilliam's manners were very much admired at the Parsonage, and the ladies all felt that he must add considerably to the pleasure of their engagements at Rosings."
freedom,6,2,"Elizabeth tried hard to dissuade him from such a scheme; assuring him that Mr. Darcy would consider his addressing him without introduction as an impertinent freedom, rather than a compliment to his a"
here's,6,2,"If my hair would only change colour, here's a nice little crib all ready for me to step into.'"
hollow,6,2,"""Why, dear me, it sounds quite hollow!"""
illinois,6,2,"""Kitty has no discretion in her coughs,"" said her father; ""she times them ill."" ""I do not cough for my own amusement,"" replied Kitty, fretfully."
impulse,6,2,"""I admire the activity of your benevolence,"" observed Mary, ""but every impulse of feeling should be guided by reason; and, in my opinion, exertion should always be in proportion to what is required."""
include,6,2,"He protested that, except Lady Catherine and her daughter, he had never seen a more elegant woman; for she had not only received him with the utmost civility, but had even pointedly included him in he"
infinitely,6,2,"""Tell your sister I am delighted to hear of her improvement on the harp, and pray let her know that I am quite in raptures with her beautiful little design for a table, and I think it infinitely super"
insensibility,6,2,""" To these high-flown expressions Elizabeth listened with all the insensibility of distrust; and though the suddenness of their removal surprised her, she saw nothing in it really to lament: it was no"
interfere,6,2,"You must not interfere, come what may."
intrusion,6,2,But for the trained reasoner to admit such intrusions into his own delicate and finely adjusted temperament was to introduce a distracting factor which might throw a doubt upon all his mental results.
invaluable,6,2,"""It makes you quite invaluable as a companion."
lessen,6,2,"""But it must very materially lessen their chance of marrying men of any consideration in the world,"" replied Darcy."
luck,6,2,"This preservative she had now obtained; and at the age of twenty-seven, without having ever been handsome, she felt all the good luck of it."
luckily,6,2,"He was too happy, however, to need much attention; and, luckily for the others, the business of love-making relieved them from a great deal of his company."
member,6,2,"As to your practice, if a gentleman walks into my rooms smelling of iodoform, with a black mark of nitrate of silver upon his right forefinger, and a bulge on the right side of his top-hat to show whe"
minutely,6,2,"The solemn Mr. Merryweather perched himself upon a crate, with a very injured expression upon his face, while Holmes fell upon his knees upon the floor and, with the lantern and a magnifying lens, beg"
morcar,6,2,"""Not the Countess of Morcar's blue carbuncle!"""
newly,6,2,"There he was, sitting with a newly opened envelope in one hand and five dried orange pips in the outstretched palm of the other one."
obliging,6,2,"By nature inoffensive, friendly, and obliging, his presentation at St. James's had made him courteous."
observer,6,2,They were admirable things for the observer--excellent for drawing the veil from men's motives and actions.
occurrence,6,2,"Jane met her with a smile of such sweet complacency, a glow of such happy expression, as sufficiently marked how well she was satisfied with the occurrences of the evening."
owner,6,2,"He did look at it, and into it, for half an hour; was pleased with the situation and the principal rooms, satisfied with what the owner said in its praise, and took it immediately."
powerful,6,2,"""He is a cripple in the sense that he walks with a limp; but in other respects he appears to be a powerful and well-nurtured man."
principally,6,2,"Miss Bingley did the same; and Mrs. Hurst, principally occupied in playing with her bracelets and rings, joined now and then in her brother's conversation with Miss Bennet."
refreshment,6,2,"She danced next with an officer, and had the refreshment of talking of Wickham, and of hearing that he was universally liked."
reside,6,2,"She had a considerable sum of money--not less than £ 1000 a year--and this she bequeathed to Dr. Roylott entirely while we resided with him, with a provision that a certain annual sum should be allowe"
royal,6,2,Your recent services to one of the royal houses of Europe have shown that you are one who may safely be trusted with matters which are of an importance which can hardly be exaggerated.
rubbing,6,2,"I lent the ostlers a hand in rubbing down their horses, and received in exchange twopence, a glass of half-and-half, two fills of shag tobacco, and as much information as I could desire about Miss Adl"
silently,6,2,"Swiftly and silently he made his way along the track which ran through the meadows, and so by way of the woods to the Boscombe Pool."
situate,6,2,"It was a handsome modern building, well situated on rising ground."
slightly,6,2,"""You doubt me,"" cried Jane, slightly colouring; ""indeed, you have no reason."
slit,6,2,"Hence, you see, my double deduction that you had been out in vile weather, and that you had a particularly malignant boot-slitting specimen of the London slavey."
soften,6,2,"But if you will listen to his letter, you may, perhaps, be a little softened by his manner of expressing himself."""
splash,6,2,"Has a white splash of acid upon his forehead."""
stately,6,2,It was difficult to realise as we looked at the line of fine shops and stately business premises that they really abutted on the other side upon the faded and stagnant square which we had just quitted
straighten,6,2,"Then, glancing quickly round, he straightened himself out and burst into a hearty fit of laughter."
supposition,6,2,"They attacked him in various ways, with barefaced questions, ingenious suppositions, and distant surmises; but he eluded the skill of them all; and they were at last obliged to accept the second-hand "
sweetness,6,2,"""I am exceedingly gratified,"" said Bingley, ""by your converting what my friend says into a compliment on the sweetness of my temper."
terribly,6,2,"I found my father expiring upon the ground, with his head terribly injured."
uncivil,6,2,She attracted him more than he liked; and Miss Bingley was uncivil to _her_ and more teasing than usual to himself.
unfortunately,6,2,"Naturally, it was to my interest to buy their land before they discovered its true value, but unfortunately I had no capital by which I could do this."
unnatural,6,2,"Depend upon it, there is nothing so unnatural as the commonplace."""
vex,6,2,"I was so vexed to see him stand up with her; but, however, he did not admire her at all; indeed, nobody can, you know; and he seemed quite struck with Jane as she was going down the dance."
wisely,6,2,"He wisely resolved to be particularly careful that no sign of admiration should _now_ escape him--nothing that could elevate her with the hope of influencing his felicity; sensible that, if such an id"
calmly,5,3,"""_Nous verrons_,"" answered Holmes calmly."
daresay,5,3,"""I daresay that if I had put £ 100 down in front of him, that man would not have given me such complete information as was drawn from him by the idea that he was doing me on a wager."
fortunately,5,3,"The bride, who had fortunately entered the house before this unpleasant interruption, had sat down to breakfast with the rest, when she complained of a sudden indisposition and retired to her room."
frighten,5,3,"What d'you want to frighten a chap for?"""
housemaid,5,3,"[Illustration] Elizabeth passed the chief of the night in her sister's room, and in the morning had the pleasure of being able to send a tolerable answer to the inquiries which she very early received"
ii,5,3,CHAPTER I. Down the Rabbit-Hole  CHAPTER II.
iii,5,3,The Pool of Tears  CHAPTER III.
imitate,5,3,"""The man who wrote it was presumably well to do,"" I remarked, endeavouring to imitate my companion's processes."
involved,5,3,"Had his own happiness, however, been the only sacrifice, he might have been allowed to sport with it in whatever manner he thought best; but her sister's was involved in it, as she thought he must be "
unimportant,5,3,"""_Un_important, of course, I meant,"" the King hastily said, and went on to himself in an undertone, ""important--unimportant--unimportant--important--"" as if he were trying which word sounded best."
yawning,5,3,"""Suppose we change the subject,"" the March Hare interrupted, yawning."
absent,5,2,"Elizabeth did not quit her room for a moment, nor were the other ladies often absent; the gentlemen being out, they had in fact nothing to do elsewhere."
accidentally,5,2,"Miss Lucas perceived him from an upper window as he walked towards the house, and instantly set out to meet him accidentally in the lane."
accusation,5,2,"These bitter accusations might have been suppressed, had I, with greater policy, concealed my struggles, and flattered you into the belief of my being impelled by unqualified, unalloyed inclination; b"
acquire,5,2,They were of a respectable family in the north of England; a circumstance more deeply impressed on their memories than that their brother's fortune and their own had been acquired by trade.
affectionately,5,2,"Mrs. Collins welcomed her friend with the liveliest pleasure, and Elizabeth was more and more satisfied with coming, when she found herself so affectionately received."
army,5,2,"""He is now gone into the army,"" she added; ""but I am afraid he has turned out very wild."""
bare,5,2,"I distinctly saw his bare throat."""
beau,5,2,Beau--ootiful Soo--oop!
befall,5,2,"Twelve struck, and one and two and three, and still we sat waiting silently for whatever might befall."
blot,5,2,"You must find your own ink, pens, and blotting-paper, but we provide this table and chair."
boots,5,2,"Boots which extended halfway up his calves, and which were trimmed at the tops with rich brown fur, completed the impression of barbaric opulence which was suggested by his whole appearance."
british,5,2,"Our visitor bore every mark of being an average commonplace British tradesman, obese, pompous, and slow."
clump,5,2,"It was a poky, little, shabby-genteel place, where four lines of dingy two-storied brick houses looked out into a small railed-in enclosure, where a lawn of weedy grass and a few clumps of faded laure"
coachman,5,2,"""Away they went, and I was just wondering whether I should not do well to follow them when up the lane came a neat little landau, the coachman with his coat only half-buttoned, and his tie under his e"
coldly,5,2,"""From what I have seen of the lady, she seems, indeed, to be on a very different level to your Majesty,"" said Holmes coldly."
comparatively,5,2,"He was anxious to avoid the notice of his cousins, from a conviction that, if they saw him depart, they could not fail to conjecture his design, and he was not willing to have the attempt known till i"
confide,5,2,Yet the matter was so delicate that I could not confide it to an agent without putting myself in his power.
conscious,5,2,"""You either choose this method of passing the evening because you are in each other's confidence, and have secret affairs to discuss, or because you are conscious that your figures appear to the great"
consist,5,2,"And when the party entered the assembly-room, it consisted of only five altogether: Mr. Bingley, his two sisters, the husband of the eldest, and another young man."
convenience,5,2,"It is, I believe, too little yielding; certainly too little for the convenience of the world."
define,5,2,"The double line a little above the wrist, where the typewritist presses against the table, was beautifully defined."
discourage,5,2,"""There is some sense in what he says about the girls, however; and, if he is disposed to make them any amends, I shall not be the person to discourage him."""
disliked,5,2,"The sisters, on hearing this, repeated three or four times how much they were grieved, how shocking it was to have a bad cold, and how excessively they disliked being ill themselves; and then thought "
distrust,5,2,""" To these high-flown expressions Elizabeth listened with all the insensibility of distrust; and though the suddenness of their removal surprised her, she saw nothing in it really to lament: it was no"
disturbance,5,2,"There are rumours of foul play in the matter, and it is said that the police have caused the arrest of the woman who had caused the original disturbance, in the belief that, from jealousy or some othe"
divert,5,2,"Follies and nonsense, whims and inconsistencies, _do_ divert me, I own, and I laugh at them whenever I can."
enormous,5,2,"He was himself red-headed, and he had a great sympathy for all red-headed men; so, when he died, it was found that he had left his enormous fortune in the hands of trustees, with instructions to apply"
entitle,5,2,"They were rather handsome; had been educated in one of the first private seminaries in town; had a fortune of twenty thousand pounds; were in the habit of spending more than they ought, and of associa"
err,5,2,"What Wickham had said of the living was fresh in her memory; and as she recalled his very words, it was impossible not to feel that there was gross duplicity on one side or the other, and, for a few m"
errand,5,2,"And so in ten minutes I had left my armchair and cheery sitting-room behind me, and was speeding eastward in a hansom on a strange errand, as it seemed to me at the time, though the future only could "
excessive,5,2,"A short pause followed this speech, and Mrs. Hurst began again,-- ""I have an excessive regard for Jane Bennet,--she is really a very sweet girl,--and I wish with all my heart she were well settled."
fade,5,2,A frayed top-hat and a faded brown overcoat with a wrinkled velvet collar lay upon a chair beside him.
faster,5,2,"""If everybody minded their own business,"" the Duchess said in a hoarse growl, ""the world would go round a deal faster than it does."""
footing,5,2,"""No."" ""But you were on a friendly footing?"""
frowning,5,2,"said the Mouse, frowning, but very politely: ""Did you speak?"""
gross,5,2,"This must be the grossest falsehood!"""
headstrong,5,2,"She is a very headstrong, foolish girl, and does not know her own interest; but I will _make_ her know it."""
hoarse,5,2,"I'll try and say '_How doth the little_--'"" and she crossed her hands on her lap as if she were saying lessons, and began to repeat it, but her voice sounded hoarse and strange, and the words did not "
howl,5,2,"Even the Duchess sneezed occasionally; and as for the baby, it was sneezing and howling alternately without a moment's pause."
hush,5,2,"""Hush!"
incredulity,5,2,He even looked at her with a smile of affected incredulity.
inflict,5,2,"He had ruined for a while every hope of happiness for the most affectionate, generous heart in the world; and no one could say how lasting an evil he might have inflicted."
injustice,5,2,"Mrs. Hurst and Miss Bingley both cried out against the injustice of her implied doubt, and were both protesting that they knew many women who answered this description, when Mr. Hurst called them to o"
invariably,5,2,Singularity is almost invariably a clue.
juryman,5,2,"cried Alice, quite forgetting in the flurry of the moment how large she had grown in the last few minutes, and she jumped up in such a hurry that she tipped over the jury-box with the edge of her skir"
limit,5,2,"We have in our police reports realism pushed to its extreme limits, and yet the result is, it must be confessed, neither fascinating nor artistic."""
livery,5,2,"Pig and Pepper For a minute or two she stood looking at the house, and wondering what to do next, when suddenly a footman in livery came running out of the wood--(she considered him to be a footman be"
meantime,5,2,"In the meantime Mr. Merryweather, we must put the screen over that dark lantern."""
momentary,5,2,"The steady countenance which Miss Lucas had commanded in telling her story gave way to a momentary confusion here on receiving so direct a reproach; though, as it was no more than she expected, she so"
mother's,5,2,"My wife was on a visit to her mother's, and for a few days I was a dweller once more in my old quarters at Baker Street."
neatly,5,2,"Now, when you see that a young lady, otherwise neatly dressed, has come away from home with odd boots, half-buttoned, it is no great deduction to say that she came away in a hurry."""
overpower,5,2,"Mrs. Bennet was, in fact, too much overpowered to say a great deal while Sir William remained; but no sooner had he left them than her feelings found a rapid vent."
patter,5,2,"After a time she heard a little pattering of feet in the distance, and she hastily dried her eyes to see what was coming."
perplexity,5,2,"said he, scratching his chin in some perplexity, ""my theory certainly presents some difficulties."
pleasanter,5,2,"Bingley had never met with pleasanter people or prettier girls in his life; everybody had been most kind and attentive to him; there had been no formality, no stiffness; he had soon felt acquainted wi"
preparation,5,2,"Mrs. Bennet was perfectly satisfied; and quitted the house under the delightful persuasion that, allowing for the necessary preparations of settlements, new carriages, and wedding clothes, she should "
puzzling,5,2,"Besides, _she's_ she, and _I'm_ I, and--oh dear, how puzzling it all is!"
rapidity,5,2,"""The indirect boast; for you are really proud of your defects in writing, because you consider them as proceeding from a rapidity of thought and carelessness of execution, which, if not estimable, you"
regain,5,2,"It might be a satisfaction to his Majesty to regain it with his own hands."""
revenge,5,2,"""I had not thought Mr. Darcy so bad as this--though I have never liked him, I had not thought so very ill of him--I had supposed him to be despising his fellow-creatures in general, but did not suspec"
ridiculous,5,2,"She told the story, however, with great spirit among her friends; for she had a lively, playful disposition, which delighted in anything ridiculous."
secondly,5,2,"The idea of Mr. Collins, with all his solemn composure, being run away with by his feelings, made Elizabeth so near laughing that she could not use the short pause he allowed in any attempt to stop hi"
signify,5,2,"Besides, it will not much signify what one wears this summer, after the ----shire have left Meryton, and they are going in a fortnight."""
simpleton,5,2,"If _I_ can perceive her regard for him, he must be a simpleton indeed not to discover it too."""
solely,5,2,"It had given him a disgust to his business and to his residence in a small market town; and, quitting them both, he had removed with his family to a house about a mile from Meryton, denominated from t"
soothing,5,2,"He does not say so, but I can read it from his soothing answers and averted eyes."
splendid,5,2,"With a book, he was regardless of time; and on the present occasion he had a good deal of curiosity as to the event of an evening which had raised such splendid expectations."
stroll,5,2,"I then took my gun and strolled out in the direction of the Boscombe Pool, with the intention of visiting the rabbit warren which is upon the other side."
stupidity,5,2,"The stupidity with which he was favoured by nature must guard his courtship from any charm that could make a woman wish for its continuance; and Miss Lucas, who accepted him solely from the pure and d"
taking,5,2,"I do not mean that any beggar in the streets of London could earn £ 700 a year--which is less than my average takings--but I had exceptional advantages in my power of making up, and also in a facility"
twinkling,5,2,"For instance, suppose it were nine o'clock in the morning, just time to begin lessons: you'd only have to whisper a hint to Time, and round goes the clock in a twinkling!"
unjust,5,2,But I know the foundation is unjust.
unwelcome,5,2,"There was novelty in the scheme; and as, with such a mother and such uncompanionable sisters, home could not be faultless, a little change was not unwelcome for its own sake."
unwillingly,5,2,"When the clock struck three, Elizabeth felt that she must go, and very unwillingly said so."
utterly,5,2,"The man sat huddled up in his chair, with his head sunk upon his breast, like one who is utterly crushed."
vise,5,2,"She tried to recollect some instance of goodness, some distinguished trait of integrity or benevolence, that might rescue him from the attacks of Mr. Darcy; or at least, by the predominance of virtue,"
war,5,2,"At the time of the war he fought in Jackson's army, and afterwards under Hood, where he rose to be a colonel."
whim,5,2,"You remember that the affair of the blue carbuncle, which appeared to be a mere whim at first, developed into a serious investigation."
wonderfully,5,2,"""'Pon my word, Watson, you are coming along wonderfully."
worthy,5,2,"It now first struck her, that _she_ was selected from among her sisters as worthy of being the mistress of Hunsford Parsonage, and of assisting to form a quadrille table at Rosings, in the absence of "
yell,5,2,"With that he seized my hair in both his hands, and tugged until I yelled with the pain."
beating,4,3,I surprised you by beating upon the pavement with my stick.
beloved,4,3,"Had not my own feelings decided against you, had they been indifferent, or had they even been favourable, do you think that any consideration would tempt me to accept the man who has been the means of"
blast,4,3,"On this the White Rabbit blew three blasts on the trumpet, and then unrolled the parchment scroll, and read as follows:-- ""The Queen of Hearts, she made some tarts,  All on a summer day: The Knave of "
comfortably,4,3,"[Illustration] Sir William stayed only a week at Hunsford; but his visit was long enough to convince him of his daughter's being most comfortably settled, and of her possessing such a husband and such"
insult,4,3,"""I won't insult your intelligence by telling you how I read that, especially as, rather against the strict rules of your order, you use an arc-and-compass breastpin."""
iv,4,3,A Caucus-Race and a Long Tale  CHAPTER IV.
ix,4,3,The Queen's Croquet-Ground  CHAPTER IX.
minded,4,3,"His pride never deserts him; but with the rich he is liberal-minded, just, sincere, rational, honourable, and, perhaps, agreeable,--allowing something for fortune and figure."""
rightly,4,3,"But she had never felt so strongly as now the disadvantages which must attend the children of so unsuitable a marriage, nor ever been so fully aware of the evils arising from so ill-judged a direction"
theirs,4,3,"""Oh, but the gentlemen will have Mr. Bingley's chaise to go to Meryton; and the Hursts have no horses to theirs."""
un,4,3,"They were just beginning to write this down on their slates, when the White Rabbit interrupted: ""_Un_important, your Majesty means, of course,"" he said in a very respectful tone, but frowning and maki"
vi,4,3,The Rabbit Sends in a Little Bill  CHAPTER V. Advice from a Caterpillar  CHAPTER VI.
vii,4,3,Pig and Pepper  CHAPTER VII.
viii,4,3,A Mad Tea-Party  CHAPTER VIII.
xi,4,3,The Mock Turtle's Story  CHAPTER X. The Lobster Quadrille  CHAPTER XI.
xii,4,3,CHAPTER XII.
abruptly,4,2,"With an  apology for my intrusion, I was about to withdraw when Holmes pulled  me abruptly into the room and closed the door behind me."
accidental,4,2,"Mr. Bingley had not been of age two years when he was tempted, by an accidental recommendation, to look at Netherfield House."
admirer,4,2,"His apparent partiality had subsided, his attentions were over, he was the admirer of some one else."
affectation,4,2,Affectation of candour is common enough; one meets with it everywhere.
ample,4,2,"""Ample."""
apparent,4,2,"Had she found Jane in any apparent danger, Mrs. Bennet would have been very miserable; but being satisfied on seeing her that her illness was not alarming, she had no wish of her recovering immediatel"
atone,4,2,"""Would Mr. Darcy then consider the rashness of your original intention as atoned for by your obstinacy in adhering to it?"""
await,4,2,"I sat down beside the fire, however, with the intention of awaiting him, however long he might be."
bitterly,4,2,"He was clearly so scared by his mischance in breaking the window and by the approach of Peterson that he thought of nothing but flight, but since then he must have bitterly regretted the impulse which"
cordially,4,2,They were not welcomed home very cordially by their mother.
correspond,4,2,It corresponds with the injuries.
dearly,4,2,"I dearly love a laugh."""
destine,4,2,"Elizabeth had heard, soon after her arrival, that Mr. Darcy was expected there in the course of a few weeks; and though there were not many of her acquaintance whom she did not prefer, his coming woul"
determination,4,2,"Though her manner varied, however, her determination never did."
disregard,4,2,"""He has, however, retained some degree of self-respect,"" he continued, disregarding my remonstrance."
doings,4,2,"From time to time I heard some vague account of his doings: of his summons to Odessa in the case of the Trepoff murder, of his clearing up of the singular tragedy of the Atkinson brothers at Trincomal"
drawl,4,2,"""Well, there was Mystery,"" the Mock Turtle replied, counting off the subjects on his flappers, ""--Mystery, ancient and modern, with Seaography: then Drawling--the Drawling-master was an old conger-eel"
dwell,4,2,"Let the weight of the matter rest upon me now, and do not let your mind dwell upon it further."
earlier,4,2,I shall entreat his pardon for not having done it earlier.
endless,4,2,We rattled through an endless labyrinth of gas-lit streets until we emerged into Farrington Street.
entangled,4,2,"Alice crouched down among the trees as well as she could, for her neck kept getting entangled among the branches, and every now and then she had to stop and untwist it."
expressive,4,2,"""American slang is very expressive sometimes."
faithfully,4,2,"Yours faithfully,  ""'ROBERT ST. SIMON.'"
farewell,4,2,"Thursday was to be the wedding-day, and on Wednesday Miss Lucas paid her farewell visit; and when she rose to take leave, Elizabeth, ashamed of her mother's ungracious and reluctant good wishes, and s"
favorably,4,2,I could see that Holmes was favourably impressed by the manner and speech of his new client.
flung,4,2,"The puny plot of the story was so thin, however, when compared to the deep mystery through which we were groping, and I found my attention wander so continually from the action to the fact, that I at "
footstep,4,2,"In a little while, however, she again heard a little pattering of footsteps in the distance, and she looked up eagerly, half hoping that the Mouse had changed his mind, and was coming back to finish h"
forgiveness,4,2,"Besides, it is the season of forgiveness."
formality,4,2,"Bingley had never met with pleasanter people or prettier girls in his life; everybody had been most kind and attentive to him; there had been no formality, no stiffness; he had soon felt acquainted wi"
frankly,4,2,"""I make nothing of it,"" I answered frankly."
genteel,4,2,so genteel and so easy!
grievous,4,2,"It is a grievous affair to my poor girls, you must confess."
grosvenor,4,2,"""It is dated from Grosvenor Mansions, written with a quill pen, and the noble lord has had the misfortune to get a smear of ink upon the outer side of his right little finger,"" remarked Holmes as he f"
grove,4,2,"Her favourite walk, and where she frequently went while the others were calling on Lady Catherine, was along the open grove which edged that side of the park, where there was a nice sheltered path, wh"
guardianship,4,2,"I am joined with him in the guardianship of Miss Darcy."""
hardened,4,2,It gave even my hardened nerves a shudder to look at it.
hearted,4,2,"The daughter was of a good, amiable disposition, but affectionate and warm-hearted in her ways, so that it was evident that with her fair personal advantages, and her little income, she would not be a"
helpless,4,2,"he cried, and then he choked and laughed again until he was obliged to lie back, limp and helpless, in the chair."
impunity,4,2,"So perfect was the organisation of the society, and so systematic its methods, that there is hardly a case upon record where any man succeeded in braving it with impunity, or in which any of its outra"
incredible,4,2,"That she should have walked three miles so early in the day in such dirty weather, and by herself, was almost incredible to Mrs. Hurst and Miss Bingley; and Elizabeth was convinced that they held her "
individual,4,2,"In this way you see K. K. K. ceases to be the initials of an individual and becomes the badge of a society."""
la,4,2,"""La!"
legged,4,2,"Suddenly she came upon a little three-legged table, all made of solid glass; there was nothing on it except a tiny golden key, and Alice's first thought was that it might belong to one of the doors of"
license,4,2,"It seems that there had been some informality about their license, that the clergyman absolutely refused to marry them without a witness of some sort, and that my lucky appearance saved the bridegroom"
meanly,4,2,"They were rather handsome; had been educated in one of the first private seminaries in town; had a fortune of twenty thousand pounds; were in the habit of spending more than they ought, and of associa"
miniature,4,2,"She approached, and saw the likeness of Mr. Wickham, suspended, amongst several other miniatures, over the mantel-piece."
muttering,4,2,"It was the White Rabbit returning, splendidly dressed, with a pair of white kid gloves in one hand and a large fan in the other: he came trotting along in a great hurry, muttering to himself as he cam"
narrowly,4,2,"I hesitated whether to attempt to secure the photograph at once; but the coachman had come in, and as he was watching me narrowly, it seemed safer to wait."
nursing,4,2,"And she opened the door and went in. The door led right into a large kitchen, which was full of smoke from one end to the other: the Duchess was sitting on a three-legged stool in the middle, nursing "
offering,4,2,"Allowing the case, however, to stand according to your representation, you must remember, Miss Bennet, that the friend who is supposed to desire his return to the house, and the delay of his plan, has"
overhear,4,2,"""You will excuse me,"" said Holmes blandly, ""but I could not help overhearing the questions which you put to the salesman just now."
oxford,4,2,"It was a quarter-past nine when I started from home and made my way across the Park, and so through Oxford Street to Baker Street."
peculiarly,4,2,"These are the kind of little things which please her Ladyship, and it is a sort of attention which I conceive myself peculiarly bound to pay."""
pompous,4,2,There is something very pompous in his style.
precede,4,2,"Much had been done, and much had been said in the regiment since the preceding Wednesday; several of the officers had dined lately with their uncle; a private had been flogged; and it had actually bee"
preceding,4,2,"It was dated at midnight of the preceding night and ran in this way:  ""MY DEAR MR. SHERLOCK HOLMES,--You really did it very well."
pretending,4,2,"Mary, though pretending not to hear, was somewhat disconcerted; and Elizabeth, sorry for her, and sorry for her father's speech, was afraid her anxiety had done no good."
prodigiously,4,2,I am prodigiously proud of him.
publicly,4,2,"He deserves to be publicly disgraced."""
pure,4,2,"""It is my belief that she died of pure fear and nervous shock, though what it was that frightened her I cannot imagine."""
purport,4,2,"Then, suddenly realising the full purport of his words, she gave a violent start and looked up, with fear and astonishment upon her broad, good-humoured face."
rapid,4,2,"A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony, in a moment."
reeds,4,2,"The Boscombe Pool is thickly wooded round, with just a fringe of grass and of reeds round the edge."
reliance,4,2,"On the strength of Darcy's regard, Bingley had the firmest reliance, and of his judgment the highest opinion."
resolute,4,2,"She has the face of the most beautiful of women, and the mind of the most resolute of men."
robinson,4,2,"To be sure that _did_ seem as if he admired her--indeed, I rather believe he _did_--I heard something about it--but I hardly know what--something about Mr. Robinson."""
sally,4,2,"It seems that there had been some informality about their license, that the clergyman absolutely refused to marry them without a witness of some sort, and that my lucky appearance saved the bridegroom"
secretly,4,2,"""I am not now to learn,"" replied Mr. Collins, with a formal wave of the hand, ""that it is usual with young ladies to reject the addresses of the man whom they secretly mean to accept, when he first ap"
softly,4,2,Sherlock Holmes clapped his hands softly together and chuckled.
speedy,4,2,"They were all astonished; and Mr. Bennet, who could by no means wish for so speedy a return, immediately said,-- ""But is there not danger of Lady Catherine's disapprobation here, my good sir?"
steadily,4,2,"[Illustration] As no objection was made to the young people's engagement with their aunt, and all Mr. Collins's scruples of leaving Mr. and Mrs. Bennet for a single evening during his visit were most "
subdue,4,2,"To me, with my nerves worked up to a pitch of expectancy, there was something depressing and subduing in the sudden gloom, and in the cold dank air of the vault."
survive,4,2,"His own father did not long survive mine; and within half a year from these events Mr. Wickham wrote to inform me that, having finally resolved against taking orders, he hoped I should not think it un"
tend,4,2,"THE ADVENTURE OF THE SPECKLED BAND On glancing over my notes of the seventy odd cases in which I have during the last eight years studied the methods of my friend Sherlock Holmes, I find many tragic, "
tendency,4,2,"""There is, I believe, in every disposition a tendency to some particular evil, a natural defect, which not even the best education can overcome."""
thoughtless,4,2,"Thoughtless and indiscreet I can easily believe him, but this step (and let us rejoice over it) marks nothing bad at heart."
trembling,4,2,"and a Canary called out in a trembling voice to its children, ""Come away, my dears!"
tumble,4,2,"thought Alice to herself, ""after such a fall as this, I shall think nothing of tumbling down stairs!"
urgent,4,2,"The very last evening was spent there; and her Ladyship again inquired minutely into the particulars of their journey, gave them directions as to the best method of packing, and was so urgent on the n"
vigorously,4,2,"Finally he returned to the pawnbroker's, and, having thumped vigorously upon the pavement with his stick two or three times, he went up to the door and knocked."
vouch,4,2,My temper I dare not vouch for.
wicked,4,2,"I wish to the Lord that I had shot him then, but I spared him, though I saw his wicked little eyes fixed on my face, as though to remember every feature."
wickedness,4,2,"But I have heard, Mr. Holmes, that you can see deeply into the manifold wickedness of the human heart."
wilful,4,2,"I see nothing in it but your own wilful ignorance and the malice of Mr. Darcy."""
willingly,4,2,"""Most willingly."""
writhe,4,2,"For a minute or more the hand, with its writhing fingers, protruded out of the floor."
faintly,3,3,"and ran the faster, while more and more faintly came, carried on the breeze that followed them, the melancholy words:-- ""Soo--oop of the e--e--evening,  Beautiful, beautiful Soup!"""
fifth,3,3,"""I beg your pardon,"" said Alice very humbly: ""you had got to the fifth bend, I think?"""
adjust,3,2,But for the trained reasoner to admit such intrusions into his own delicate and finely adjusted temperament was to introduce a distracting factor which might throw a doubt upon all his mental results.
alternately,3,2,"In his singular character the dual nature alternately asserted itself, and his extreme exactness and astuteness represented, as I have often thought, the reaction against the poetic and contemplative "
amazing,3,2,"""It is amazing to me,"" said Bingley, ""how young ladies can have patience to be so very accomplished as they all are."""
amiss,3,2,"Be in your chamber then at that hour, and do not take it amiss if your visitor wear a mask."""
amply,3,2,"He meant to provide for me amply, and thought he had done it; but when the living fell, it was given elsewhere."""
australia,3,2,"The largest landed proprietor in that part is a Mr. John Turner, who made his money in Australia and returned some years ago to the old country."
authoritative,3,2,"She has the reputation of being remarkably sensible and clever; but I rather believe she derives part of her abilities from her rank and fortune, part from her authoritative manner, and the rest from "
